model_key,relation_key,relation_group,relation_name,n_used_chat,n_used_plain,delta_cos_mean_test_chat,delta_cos_mean_test_plain,delta_diff_chat_minus_plain,subject_layer_chat,object_layer_chat,subject_layer_plain,object_layer_plain
gemma_7b_it,person_university,factual,person_university,91,91,0.6080013513565063,0.6384788751602173,-0.030478,14,26,14,26
gemma_7b_it,product_by_company,factual,product_by_company,522,522,0.6284614205360413,0.6393880248069763,-0.010927,14,26,14,26
gemma_7b_it,star_constellation,factual,star_constellation,362,362,0.6604931354522705,0.6581234931945801,0.002370,14,26,14,26
gemma_7b_it,substance_phase,commonsense,substance_phase,50,50,0.8014205694198608,0.7931347489356995,0.008286,14,26,14,26
gemma_7b_it,superhero_archnemesis,factual,superhero_archnemesis,96,96,0.5172494053840637,0.4780658185482025,0.039184,14,26,14,26
gemma_7b_it,superhero_person,factual,superhero_person,100,100,0.5530367493629456,0.5184552669525146,0.034581,14,26,14,26
gemma_7b_it,task_done_by_tool,commonsense,task_done_by_tool,52,52,0.6106434464454651,0.585519552230835,0.025124,14,26,14,26
gemma_7b_it,word_sentiment,commonsense,word_sentiment,60,60,0.8194867372512817,0.8014794588088989,0.018007,14,26,14,26
mistral_7b_instruct,company_ceo,factual,company_ceo,298,298,0.5160002708435059,0.4673590064048767,0.048641,16,30,16,30
mistral_7b_instruct,company_hq,factual,company_hq,674,674,0.6053683757781982,0.603175163269043,0.002193,16,30,16,30
mistral_7b_instruct,landmark_in_country,factual,landmark_in_country,836,836,0.7347115874290466,0.6936162114143372,0.041095,16,30,16,30
mistral_7b_instruct,landmark_on_continent,factual,landmark_on_continent,947,947,0.6939263343811035,0.6955476999282837,-0.001621,16,30,16,30
mistral_7b_instruct,object_superclass,commonsense,object_superclass,76,76,0.7865274548530579,0.7748422622680664,0.011685,16,30,16,30
mistral_7b_instruct,occupation_age,bias,occupation_age,45,45,0.7609229683876038,0.7537749409675598,0.007148,16,30,16,30
mistral_7b_instruct,person_father,factual,person_father,991,991,0.4311671853065491,0.4101000726222992,0.021067,16,30,16,30
mistral_7b_instruct,person_mother,factual,person_mother,994,994,0.41502833366394043,0.3719949424266815,0.043033,16,30,16,30
mistral_7b_instruct,person_native_language,bias,person_native_language,919,919,0.837623655796051,0.8009177446365356,0.036706,16,30,16,30
mistral_7b_instruct,person_occupation,factual,person_occupation,821,821,0.7238054275512695,0.7168387770652771,0.006967,16,30,16,30
mistral_7b_instruct,person_plays_instrument,factual,person_plays_instrument,513,513,0.7364806532859802,0.7265989184379578,0.009882,16,30,16,30
mistral_7b_instruct,person_plays_position_in_sport,factual,person_plays_position_in_sport,952,952,0.6831892728805542,0.6774530410766602,0.005736,16,30,16,30
mistral_7b_instruct,person_plays_pro_sport,factual,person_plays_pro_sport,318,318,0.8191825151443481,0.7796264886856079,0.039556,16,30,16,30
mistral_7b_instruct,person_university,factual,person_university,91,91,0.5611488223075867,0.5620004534721375,-0.000852,16,30,16,30
mistral_7b_instruct,product_by_company,factual,product_by_company,522,522,0.6320483684539795,0.6056525111198425,0.026396,16,30,16,30
mistral_7b_instruct,star_constellation,factual,star_constellation,362,362,0.5448660254478455,0.575183629989624,-0.030318,16,30,16,30
mistral_7b_instruct,substance_phase,commonsense,substance_phase,50,50,0.790587842464447,0.7516764402389526,0.038911,16,30,16,30
mistral_7b_instruct,superhero_archnemesis,factual,superhero_archnemesis,96,96,0.5077124834060669,0.450235515832901,0.057477,16,30,16,30
mistral_7b_instruct,superhero_person,factual,superhero_person,100,100,0.5203001499176025,0.5346396565437317,-0.014340,16,30,16,30
mistral_7b_instruct,task_done_by_tool,commonsense,task_done_by_tool,52,52,0.5518863797187805,0.5184257626533508,0.033461,16,30,16,30
mistral_7b_instruct,word_sentiment,commonsense,word_sentiment,60,60,0.8218465447425842,0.8219658136367798,-0.000119,16,30,16,30
qwen2_5_7b_instruct,company_ceo,factual,company_ceo,298,298,0.46982789039611816,0.44455382227897644,0.025274,14,26,14,26
qwen2_5_7b_instruct,company_hq,factual,company_hq,674,674,0.5000446438789368,0.5044525861740112,-0.004408,14,26,14,26
qwen2_5_7b_instruct,landmark_in_country,factual,landmark_in_country,836,836,0.6141282916069031,0.5783281922340393,0.035800,14,26,14,26
qwen2_5_7b_instruct,landmark_on_continent,factual,landmark_on_continent,947,947,0.6068530678749084,0.5971614122390747,0.009692,14,26,14,26
qwen2_5_7b_instruct,object_superclass,commonsense,object_superclass,76,76,0.661504328250885,0.6114932894706726,0.050011,14,26,14,26
qwen2_5_7b_instruct,occupation_age,bias,occupation_age,45,45,0.6564715504646301,0.581420361995697,0.075051,14,26,14,26
qwen2_5_7b_instruct,person_father,factual,person_father,991,991,0.4242180287837982,0.422936350107193,0.001282,14,26,14,26
qwen2_5_7b_instruct,person_mother,factual,person_mother,994,994,0.4080890715122223,0.4035000205039978,0.004589,14,26,14,26
qwen2_5_7b_instruct,person_native_language,bias,person_native_language,919,919,0.6672586798667908,0.6390159726142883,0.028243,14,26,14,26
qwen2_5_7b_instruct,person_occupation,factual,person_occupation,821,821,0.58159339427948,0.5990834832191467,-0.017490,14,26,14,26
qwen2_5_7b_instruct,person_plays_instrument,factual,person_plays_instrument,513,513,0.5685023665428162,0.6304392218589783,-0.061937,14,26,14,26
qwen2_5_7b_instruct,person_plays_position_in_sport,factual,person_plays_position_in_sport,952,952,0.5976022481918335,0.6116352081298828,-0.014033,14,26,14,26
qwen2_5_7b_instruct,person_plays_pro_sport,factual,person_plays_pro_sport,318,318,0.591251015663147,0.6172281503677368,-0.025977,14,26,14,26
qwen2_5_7b_instruct,person_university,factual,person_university,91,91,0.4959966540336609,0.494549423456192,0.001447,14,26,14,26
qwen2_5_7b_instruct,product_by_company,factual,product_by_company,522,522,0.555005669593811,0.5146797895431519,0.040326,14,26,14,26
qwen2_5_7b_instruct,star_constellation,factual,star_constellation,362,362,0.5355933904647827,0.5013502836227417,0.034243,14,26,14,26
qwen2_5_7b_instruct,substance_phase,commonsense,substance_phase,50,50,0.6592867374420166,0.5738155841827393,0.085471,14,26,14,26
qwen2_5_7b_instruct,superhero_archnemesis,factual,superhero_archnemesis,96,96,0.48232460021972656,0.4587990343570709,0.023526,14,26,14,26
qwen2_5_7b_instruct,superhero_person,factual,superhero_person,100,100,0.4532414674758911,0.4816676378250122,-0.028426,14,26,14,26
qwen2_5_7b_instruct,task_done_by_tool,commonsense,task_done_by_tool,52,52,0.44705331325531006,0.4283808469772339,0.018672,14,26,14,26
qwen2_5_7b_instruct,word_sentiment,commonsense,word_sentiment,60,60,0.6624141931533813,0.5992199182510376,0.063194,14,26,14,26
