model_key,relation_key,relation_group,subject,question_one_line,gold_answer_one_line,model_answer_one_line,judge_label,delta_cos,hall_rate_answered,n_test
llama3_1_8b_instruct,company_ceo,factual,Adobe,Who is the CEO of Adobe?,Shantanu Narayen,"Ranadivé is the CEO of Alation, but the CEO of Adobe is Scott Belsky",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Agrofert,Who is the CEO of Agrofert?,Zbyněk Průša,Andrej Babiš.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Air France,Who is the CEO of Air France?,Frédéric Gagey,Anne-Marie Couderc.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Air Liquide,Who is the CEO of Air Liquide?,Benoît Potier,Bernard Pinel.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Alliance '90/The Greens,Who is the CEO of Alliance '90/The Greens?,Emily Büning,Annalena Baerbock.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Amazon Web Services,Who is the CEO of Amazon Web Services?,Andy Jassy,Adam Selipsky.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,American Airlines,Who is the CEO of American Airlines?,Doug Parker,Robert Isom.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,American Library Association,Who is the CEO of American Library Association?,Tracie D. Hall,Tracy Crow is the CEO of the American Library Association.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Auckland Airport,Who is the CEO of Auckland Airport?,Simon Moutter,Auckland Airport's CEO is Adrian Littlewood.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Audi,Who is the CEO of Audi?,Markus Duesmann,Hans-Joachim Rothenpieler,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Bayer,Who is the CEO of Bayer?,Werner Baumann,Wulf Hauke.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Best Buy,Who is the CEO of Best Buy?,Hubert Joly,Corie Barry.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Bethesda Softworks,Who is the CEO of Bethesda Softworks?,Todd Howard,"Todd Howard is the Executive Director, but the CEO is not publicly stated.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Biogen,Who is the CEO of Biogen?,Michel Vounatsos,Christopher A. Viehbacher is the current CEO of Biogen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Boeing,Who is the CEO of Boeing?,Dennis Muilenburg,"John M. Mulally is not the current CEO, however, Boeing's current CEO is Stan Deal is not the current CEO, however, Boeing's current CEO is Stan Deal is not the current CEO, however, Boeing's current CEO is Stan Deal is not the current CEO, however,",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Bristol-Myers Squibb,Who is the CEO of Bristol-Myers Squibb?,Giovanni Caforio,"Christopher L. Viehbacher is not the current CEO, Giovanni Caforio is not the current CEO, Giovanni Caforio stepped down in 2021, Giovanni Caforio was succeeded by Giovanni Caforio was succeeded by Giovanni Caforio was succeeded by Giovanni Caforio was succeeded",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,British Airways,Who is the CEO of British Airways?,Álex Cruz,Sean Doyle.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,CVS Health,Who is the CEO of CVS Health?,Larry Merlo,Karen S. Lynch.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Capgemini,Who is the CEO of Capgemini?,Paul Hermelin,Aiman Ezzat.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Central Japan Railway Company,Who is the CEO of Central Japan Railway Company?,Shin Kaneko,Takashi Noguchi.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,China Construction Bank,Who is the CEO of China Construction Bank?,Yi Gang,Cheng Hong.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Cognizant,Who is the CEO of Cognizant?,Francisco D'Souza,Raj Mehta is the CEO of Cognizant.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Colgate-Palmolive Company,Who is the CEO of Colgate-Palmolive Company?,Ian M. Cook,Carol J. Goodrich.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Continental AG,Who is the CEO of Continental AG?,Elmar Degenhart,Elke Soestad,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Deere & Company,Who is the CEO of Deere & Company?,Charles Deere Wiman,John C. May.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Dell Inc.,Who is the CEO of Dell Inc.?,Michael Dell,Jeffrey W. Clarke is the current interim CEO of Dell Inc.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,DuPont,Who is the CEO of DuPont?,Charles O. Holliday,Ed Breen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,East Japan Railway Company,Who is the CEO of East Japan Railway Company?,Yūji Fukasawa,Takashi Noguchi.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Electrolux,Who is the CEO of Electrolux?,Jonas Samuelson,Patrik Andersson.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Electronic Arts,Who is the CEO of Electronic Arts?,Andrew Wilson,Cami Rosow.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Energetický a průmyslový holding,Who is the CEO of Energetický a průmyslový holding?,Daniel Křetínský,Daniel Beneš.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Ericsson,Who is the CEO of Ericsson?,Börje Ekholm,Andreas Schoch.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,FC Barcelona,Who is the CEO of FC Barcelona?,Ferran Reverter,Joan Laporta is the current president of FC Barcelona.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,FC Bayern Munich,Who is the CEO of FC Bayern Munich?,Herbert Hainer,Oliver Kahn.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Fannie Mae,Who is the CEO of Fannie Mae?,Timothy Mayopoulos,Hugh F. Frater.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Finnair,Who is the CEO of Finnair?,Pekka Vauramo,Topi Manner.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Food and Agriculture Organization,Who is the CEO of Food and Agriculture Organization?,Mohammed Shia' Al Sudani,Qu Dongyu.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Foxconn,Who is the CEO of Foxconn?,Terry Gou,"Terry Gou is the founder of Foxconn, but the current CEO is Young Liu.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Gazprom,Who is the CEO of Gazprom?,Alexey Miller,Alexander Novak is the current CEO of Gazprom.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,GitHub,Who is the CEO of GitHub?,Nat Friedman,Nat Friedman and Sajid Malhotra are the Co-CEOs of GitHub.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,GlaxoSmithKline,Who is the CEO of GlaxoSmithKline?,Emma Walmsley,Imran Khan is the CEO of GlaxoSmithKline.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,H&M,Who is the CEO of H&M?,Karl-Johan Persson,Helena Helmersson.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,HP Inc.,Who is the CEO of HP Inc.?,Dion Weisler,Enrico Schaefer.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,HSBC,Who is the CEO of HSBC?,Stuart Gulliver,Noel Quinn.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Hasbro,Who is the CEO of Hasbro?,Brian Goldner,Chris Cocks is the CEO of Hasbro.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Heineken,Who is the CEO of Heineken?,Freddy Heineken,Dolf van den Brink.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Hewlett-Packard,Who is the CEO of Hewlett-Packard?,Meg Whitman,Enrico S. Curti,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Honda,Who is the CEO of Honda?,Takahiro Hachigō,Toshihiro Mibe.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Huawei,Who is the CEO of Huawei?,Ren Zhengfei,"Ren Zhengfei's daughter, Meng Wanzhou, is the rotating CEO of Huawei.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Humana,Who is the CEO of Humana?,Bruce Broussard,"Bruce Broussard is the former CEO of Humana, but as of my cut-off knowledge date, he is no longer the CEO.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,ICANN,Who is the CEO of ICANN?,Göran Marby,Suzanne Woolf is the Interim CEO of ICANN.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Infineon Technologies,Who is the CEO of Infineon Technologies?,Jochen Hanebeck,"Reid Hoffmann is not the CEO of Infineon Technologies, but rather the CEO of LinkedIn. The CEO of Infineon Technologies is Reinhard Ploss.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Intel,Who is the CEO of Intel?,Bob Swan,Pat Gelsinger.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,International Telecommunication Union,Who is the CEO of International Telecommunication Union?,Houlin Zhao,Doreen Bogdan-Martin.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Johnson & Johnson,Who is the CEO of Johnson & Johnson?,Alex Gorsky,Joaquin Duato.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,KLM,Who is the CEO of KLM?,Pieter Elbers,Marjolijn Visser.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Kimberly-Clark,Who is the CEO of Kimberly-Clark?,Thomas J. Falk,Michael Hsu.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Kodak,Who is the CEO of Kodak?,Jeff Clarke,Haibin Zhang.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Legrand,Who is the CEO of Legrand?,Benoît Coquart,Benjamin Lemaire.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Lockheed Martin,Who is the CEO of Lockheed Martin?,Marillyn Hewson,"Orlando D. ""Orbie"" Ward.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,METRO AG,Who is the CEO of METRO AG?,Steffen Greubel,Olaf Koch.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Mapbox,Who is the CEO of Mapbox?,Peter Sirota,Eric Gundersen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Merck & Co.,Who is the CEO of Merck & Co.?,Kenneth Frazier,Robert M. Davis.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Mondelez International,Who is the CEO of Mondelez International?,Dirk Van de Put,Michele Boccardo.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Médecins Sans Frontières,Who is the CEO of Médecins Sans Frontières?,Christos Christou,Paul McPhun.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,NBCUniversal,Who is the CEO of NBCUniversal?,Steve Burke,Jeff Shell.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Nasdaq,Who is the CEO of Nasdaq?,Adena Friedma,Adena Friedman.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,National Institutes of Health,Who is the CEO of National Institutes of Health?,Lawrence A. Tabak,Francis S. Collins.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Nederlandse Spoorwegen,Who is the CEO of Nederlandse Spoorwegen?,Marjan Rintel,Henk Kamp is the CEO of Nederlandse Spoorwegen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Netflix,Who is the CEO of Netflix?,Ted Sarandos,Gregory K. Peters.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Netgear,Who is the CEO of Netgear?,Patrick Lo,Michael W. Brown is the CEO of Netgear.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Nissan,Who is the CEO of Nissan?,Makoto Uchida,Akifusa Kanda.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Novartis,Who is the CEO of Novartis?,Joseph Jimenez,Vas Narasimhan.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Opera Software,Who is the CEO of Opera Software?,Jon Stephenson von Tetzchner,Ruy Nogueira.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Orlen Unipetrol,Who is the CEO of Orlen Unipetrol?,Andrzej Modrzejewski,Daniel Křetínský.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Panasonic Corporation,Who is the CEO of Panasonic Corporation?,Kazuhiro Tsuga,Linda Rendell Carter,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Paramount Pictures,Who is the CEO of Paramount Pictures?,Jim Gianopulos,Brian Robbins.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Paris-Charles de Gaulle Airport,Who is the CEO of Paris-Charles de Gaulle Airport?,Marc Houalla,Edouard Nicolas.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Peterson Institute for International Economics,Who is the CEO of Peterson Institute for International Economics?,C. Fred Bergsten,Adam Posen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Pinterest,Who is the CEO of Pinterest?,Ben Silbermann,Bill Ready is the CEO of Pinterest.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,PricewaterhouseCoopers,Who is the CEO of PricewaterhouseCoopers?,Samuel DiPiazza,Jonny Compton.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Publicis,Who is the CEO of Publicis?,Maurice Lévy,Arthur Sadoun.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Radio Free Europe/Radio Liberty,Who is the CEO of Radio Free Europe/Radio Liberty?,Jamie Fly,Michele Kelemen is the acting CEO of Radio Free Europe/Radio Liberty.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Raytheon Company,Who is the CEO of Raytheon Company?,Thomas Kennedy,"Thomas A. Kennedy is the former CEO, but the current CEO is Bryan C. Cutler.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Renault,Who is the CEO of Renault?,Luca de Meo,Olivier Murguet.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,SAP,Who is the CEO of SAP?,Jennifer Morgan,Riyadh Alkuran.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,STMicroelectronics,Who is the CEO of STMicroelectronics?,Jean-Marc Chéry,Pasrija is the CEO of STMicroelectronics.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Samsung Electronics,Who is the CEO of Samsung Electronics?,Kim Ki Nam,Lee Jae-yong is the current CEO of Samsung Electronics.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Sanofi,Who is the CEO of Sanofi?,Olivier Brandicourt,Thomas Triomphe.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Sberbank of Russia,Who is the CEO of Sberbank of Russia?,Herman Gref,Robert Shamuilovich Musheghyan,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Seagate Technology,Who is the CEO of Seagate Technology?,Stephen J. Luczo,Oliver T. Wells.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Siemens,Who is the CEO of Siemens?,Joe Kaeser,Roland Busch.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Simon & Schuster,Who is the CEO of Simon & Schuster?,Richard E. Snyder,Jonathan Karp.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Smartwings,Who is the CEO of Smartwings?,Roman Vik,Jiří Sýkora.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Solvay,Who is the CEO of Solvay?,Ilham Kadri,Christophe Cuvillier.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Starbucks,Who is the CEO of Starbucks?,Kevin Johnson,"Howard Schultz is the former CEO, but the current CEO is Laxman Narasimhan.",HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,TIM Group,Who is the CEO of TIM Group?,Salvatore Rossi,Flavio Cattaneo.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,TV Rain,Who is the CEO of TV Rain?,Natalya Sindeyeva,Sergei Dovlatov is the CEO of TV Rain.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Tencent,Who is the CEO of Tencent?,Ma Huateng,Zhang Xiaolong is the current CEO of Tencent.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Tesco,Who is the CEO of Tesco?,Ken Murph,Jason Tarry.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Thales Group,Who is the CEO of Thales Group?,Patrice Caine,Pascal Faugere.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,The Coca-Cola Company,Who is the CEO of The Coca-Cola Company?,James Quincey,Jens Henning Badenhausen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,The Lego Group,Who is the CEO of The Lego Group?,Niels B. Christiansen,Brian Sørensen.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,The Salvation Army,Who is the CEO of The Salvation Army?,Brian Peddle,Sherlita Aolani Ayoob.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Toshiba,Who is the CEO of Toshiba?,Nobuaki Kurumatani,Toshiba's CEO is Taro Shimada.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Toyota,Who is the CEO of Toyota?,Akio Toyoda,Koji Sato.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Twinkl,Who is the CEO of Twinkl?,Jonathan Seaton,Victoria White.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,UBS,Who is the CEO of UBS?,Sergio Ermotti,Ulrich Koerner.,HALLUCINATION,,0.4907063197026022,75
llama3_1_8b_instruct,company_ceo,factual,Unilever,Who is the CEO of Unilever?,Alan Jope,Heather Jackson.,HALLUCINATION,,0.4907063197026022,75
